LE07_L1TP_
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
12.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
12.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
12.0
11.0
11.0
12.0
12.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
12.0
11.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
12.0
12.0
11.0
12.0
12.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
12.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
12.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
12.0
12.0
12.0
12.0
12.0
11.0
11.0
12.0
12.0
12.0
12.0
11.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
11.0
12.0
12.0
12.0
12.0
11.0
11.0
11.0
12.0
11.0
12.0
11.0
11.0
11.0
12.0
12.0
12.0
12.0
12.0
11.0
11.0
12.0
12.0
11.0
12.0
12.0
11.0
11.0
11.0
11.0
12.0
12.0
12.0
12.0
12.0
11.0
12.0
12.0
11.0
11.0
11.0
11.0
12.0
12.0
12.0
12.0
12.0
11.0
12.0
11.0
12.0
12.0
11.0
11.0
12.0
12.0
11.0
11.0
11.0
12.0
11.0
12.0
11.0
11.0
12.0
11.0
12.0
12.0
12.0
11.0
12.0
11.0
12.0
12.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
12.0
12.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
12.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
12.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
12.0
11.0
12.0
12.0
12.0
11.0
11.0
12.0
12.0
11.0
12.0
12.0
12.0
12.0
11.0
11.0
12.0
11.0
12.0
11.0
12.0
12.0
12.0
12.0
12.0
11.0
11.0
12.0
11.0
12.0
12.0
12.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
12.0
11.0
12.0
11.0
12.0
11.0
12.0
11.0
12.0
12.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
12.0
11.0
12.0
12.0
12.0
12.0
12.0
11.0
12.0
11.0
12.0
11.0
11.0
12.0
12.0
12.0
11.0
11.0
11.0
11.0
12.0
12.0
11.0
11.0
12.0
12.0
11.0
12.0
12.0
11.0
12.0
12.0
12.0
11.0
11.0
11.0
11.0
11.0
12.0
12.0
11.0
12.0
12.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
12.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
12.0
11.0
12.0
12.0
12.0
12.0
11.0
11.0
12.0
11.0
11.0
12.0
12.0
12.0
11.0
12.0
12.0
12.0
12.0
11.0
12.0
12.0
11.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
11.0
12.0
12.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
12.0
11.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
12.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
12.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
12.0
12.0
11.0
11.0
12.0
12.0
11.0
11.0
11.0
12.0
12.0
11.0
11.0
11.0
11.0
11.0
12.0
12.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
11.0
11.0
12.0
11.0
12.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
11.0
12.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
11.0
12.0
12.0
12.0
12.0
11.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
11.0
11.0
12.0
11.0
12.0
11.0
11.0
11.0
11.0
12.0
12.0
11.0
12.0
11.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
11.0
11.0
11.0
11.0
12.0
12.0
12.0
12.0
11.0
12.0
12.0
12.0
11.0
12.0
11.0
12.0
11.0
