LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,TYPE
7.4660000000,8.1174000000,319.1000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"62","6.03",300.4000000000,7.2000000000,D,"0"
9.6737000000,9.1374000000,318.2000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"53","6.03",305.0000000000,6.3000000000,D,"0"
7.3977000000,8.4551000000,322.2000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"69","6.03",297.0000000000,12.5000000000,D,"0"
9.5928000000,10.5860000000,324.9000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"70","6.03",308.7000000000,10.9000000000,D,"0"
7.4198000000,9.5337000000,316.5000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"58","6.03",302.5000000000,5.6000000000,D,"0"
7.5540000000,7.8921000000,318.6000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"61","6.03",304.5000000000,6.4000000000,D,"0"
7.5451000000,7.8908000000,325.1000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"74","6.03",304.0000000000,12.6000000000,D,"0"
7.5332000000,7.9716000000,325.4000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"74","6.03",305.3000000000,12.6000000000,D,"0"
7.9004000000,8.9155000000,327.5000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"76","6.03",307.3000000000,12.6000000000,D,"0"
7.8991000000,8.9246000000,329.4000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"78","6.03",306.8000000000,14.8000000000,D,"0"
7.6070000000,9.1509000000,319.9000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"55","6.03",303.8000000000,6.6000000000,D,"0"
7.3791000000,8.3910000000,323.4000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"71","6.03",298.3000000000,14.0000000000,D,"0"
7.6588000000,9.7809000000,318.4000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"65","6.03",304.6000000000,6.5000000000,D,"0"
7.8129000000,9.4357000000,331.6000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"82","6.03",305.5000000000,20.5000000000,D,"0"
7.6511000000,9.4088000000,319.0000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"63","6.03",303.8000000000,7.0000000000,D,"0"
7.6518000000,9.3425000000,320.7000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"67","6.03",306.1000000000,7.6000000000,D,"0"
7.9358000000,9.6030000000,322.5000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"70","6.03",304.8000000000,9.8000000000,D,"0"
7.6616000000,9.5246000000,319.1000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"64","6.03",304.3000000000,7.0000000000,D,"0"
7.7781000000,8.3092000000,333.8000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"82","6.03",307.9000000000,24.0000000000,D,"0"
7.7768000000,8.3182000000,327.0000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"67","6.03",308.3000000000,14.7000000000,D,"0"
7.9372000000,9.5936000000,320.0000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"64","6.03",305.6000000000,7.5000000000,D,"0"
7.6150000000,7.9803000000,319.8000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"59","6.03",303.4000000000,7.4000000000,D,"0"
7.5319000000,7.9806000000,321.5000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"68","6.03",304.9000000000,8.5000000000,D,"0"
7.8932000000,5.1298000000,316.6000000000,1.3000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"58","6.03",301.5000000000,10.2000000000,D,"0"
7.8634000000,10.6918000000,315.8000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"32","6.03",297.1000000000,11.1000000000,D,"0"
7.2305000000,10.0018000000,311.4000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"34","6.03",292.2000000000,6.4000000000,D,"0"
7.2862000000,9.5688000000,328.4000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"80","6.03",303.9000000000,17.9000000000,D,"0"
11.3185000000,6.1226000000,331.1000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"81","6.03",303.0000000000,27.4000000000,D,"0"
11.3180000000,6.1165000000,336.0000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"85","6.03",303.5000000000,37.0000000000,D,"0"
11.3200000000,6.1114000000,332.4000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"82","6.03",303.3000000000,29.7000000000,D,"0"
11.1957000000,6.2620000000,317.1000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"50","6.03",304.3000000000,6.8000000000,D,"0"
11.2757000000,5.9845000000,320.8000000000,1.3000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"65","6.03",305.3000000000,11.0000000000,D,"0"
11.2495000000,6.3206000000,320.4000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"64","6.03",303.7000000000,10.5000000000,D,"0"
7.2077000000,9.4166000000,326.0000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"78","6.03",301.5000000000,15.9000000000,D,"0"
11.2263000000,6.4164000000,319.0000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"60","6.03",303.8000000000,8.5000000000,D,"0"
10.7219000000,6.2205000000,320.7000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"63","6.03",306.0000000000,10.9000000000,D,"0"
10.9659000000,6.4481000000,316.7000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"44","6.03",302.3000000000,6.0000000000,D,"0"
7.5818000000,7.9572000000,319.0000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"62","6.03",304.0000000000,5.7000000000,D,"0"
7.7377000000,7.9587000000,326.7000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"76","6.03",300.6000000000,16.7000000000,D,"0"
11.2816000000,6.0889000000,320.3000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"63","6.03",304.2000000000,10.0000000000,D,"0"
7.6057000000,9.1601000000,319.7000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"52","6.03",304.9000000000,6.8000000000,D,"0"
7.6307000000,8.3733000000,316.8000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"54","6.03",301.9000000000,5.5000000000,D,"0"
7.6294000000,8.3823000000,324.5000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"73","6.03",303.8000000000,13.3000000000,D,"0"
7.8401000000,9.3168000000,320.3000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"65","6.03",305.7000000000,6.5000000000,D,"0"
10.9361000000,6.3789000000,317.8000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"52","6.03",304.6000000000,8.5000000000,D,"0"
10.9265000000,6.3775000000,316.8000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"40","6.03",303.8000000000,6.6000000000,D,"0"
7.4671000000,10.6799000000,313.4000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"57","6.03",300.3000000000,7.3000000000,D,"0"
7.8387000000,9.3260000000,319.9000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"64","6.03",305.2000000000,6.1000000000,D,"0"
9.5311000000,11.9039000000,321.8000000000,1.3000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"52","6.03",301.1000000000,18.8000000000,D,"0"
9.4744000000,11.6086000000,328.3000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"75","6.03",307.8000000000,19.0000000000,D,"0"
7.6121000000,8.4988000000,318.6000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"60","6.03",303.1000000000,6.2000000000,D,"0"
9.4844000000,11.7436000000,318.9000000000,1.3000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"40","6.03",305.3000000000,10.6000000000,D,"0"
9.5837000000,12.0258000000,329.8000000000,1.3000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"77","6.03",307.1000000000,24.9000000000,D,"0"
9.6709000000,11.6609000000,318.8000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"38","6.03",303.4000000000,9.7000000000,D,"0"
9.6709000000,11.6671000000,319.2000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"44","6.03",302.9000000000,10.4000000000,D,"0"
7.4871000000,9.8211000000,322.2000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"72","6.03",304.8000000000,11.3000000000,D,"0"
7.4646000000,9.7336000000,328.9000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"80","6.03",305.8000000000,18.4000000000,D,"0"
7.7888000000,10.0929000000,318.4000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"64","6.03",304.9000000000,7.8000000000,D,"0"
7.4162000000,9.8045000000,316.3000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"60","6.03",302.7000000000,5.5000000000,D,"0"
7.7944000000,10.0997000000,318.0000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"54","6.03",304.0000000000,7.2000000000,D,"0"
7.6019000000,9.4330000000,321.2000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"68","6.03",303.5000000000,9.5000000000,D,"0"
7.2034000000,9.5694000000,325.3000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"77","6.03",303.7000000000,14.1000000000,D,"0"
7.1893000000,9.5384000000,326.6000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"79","6.03",302.9000000000,16.3000000000,D,"0"
10.4240000000,6.5165000000,321.4000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"51","6.03",306.4000000000,8.2000000000,D,"0"
8.5915000000,10.4373000000,327.2000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"74","6.03",308.7000000000,14.8000000000,D,"0"
8.5821000000,10.4359000000,334.7000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"83","6.03",307.9000000000,26.0000000000,D,"0"
7.7042000000,7.9997000000,321.1000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"68","6.03",300.7000000000,8.6000000000,D,"0"
7.3096000000,9.9004000000,321.0000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"72","6.03",303.0000000000,11.2000000000,D,"0"
7.3318000000,10.1707000000,319.7000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"70","6.03",302.8000000000,8.3000000000,D,"0"
7.3303000000,10.1807000000,327.0000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"79","6.03",303.4000000000,17.6000000000,D,"0"
7.6665000000,9.6791000000,320.1000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"68","6.03",303.7000000000,8.7000000000,D,"0"
7.7644000000,9.7546000000,324.5000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"75","6.03",305.3000000000,11.9000000000,D,"0"
7.7552000000,9.7532000000,325.0000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"75","6.03",305.1000000000,12.6000000000,D,"0"
7.7114000000,5.7050000000,317.5000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"63","6.03",299.6000000000,11.1000000000,D,"0"
11.3844000000,4.0467000000,315.4000000000,1.7000000000,1.3000000000,2019-01-04,"1001",Terra,MODIS,"41","6.03",301.6000000000,11.7000000000,D,"0"
10.2511000000,3.8697000000,337.4000000000,1.7000000000,1.3000000000,2019-01-04,"1001",Terra,MODIS,"86","6.03",304.4000000000,62.8000000000,D,"0"
10.2536000000,3.8632000000,333.0000000000,1.7000000000,1.3000000000,2019-01-04,"1001",Terra,MODIS,"83","6.03",303.3000000000,49.1000000000,D,"0"
10.2515000000,3.8785000000,318.9000000000,1.7000000000,1.3000000000,2019-01-04,"1001",Terra,MODIS,"56","6.03",304.4000000000,13.6000000000,D,"0"
10.2530000000,3.8544000000,327.8000000000,1.7000000000,1.3000000000,2019-01-04,"1001",Terra,MODIS,"77","6.03",302.6000000000,34.7000000000,D,"0"
10.2909000000,8.7044000000,321.9000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"66","6.03",305.9000000000,7.7000000000,D,"0"
8.2070000000,9.5762000000,321.1000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"61","6.03",308.4000000000,7.8000000000,D,"0"
8.1384000000,9.1732000000,321.0000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"60","6.03",306.9000000000,5.5000000000,D,"0"
8.2424000000,8.9721000000,324.7000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"69","6.03",307.7000000000,9.7000000000,D,"0"
8.6442000000,9.6721000000,327.8000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"75","6.03",309.0000000000,14.6000000000,D,"0"
8.0955000000,9.1516000000,322.5000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"66","6.03",307.1000000000,6.3000000000,D,"0"
8.3082000000,9.7025000000,326.7000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"73","6.03",308.0000000000,12.9000000000,D,"0"
8.1374000000,8.8703000000,328.2000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"76","6.03",307.7000000000,13.2000000000,D,"0"
8.1284000000,8.8690000000,321.9000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"64","6.03",307.9000000000,6.3000000000,D,"0"
8.1881000000,8.5285000000,323.8000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"68","6.03",308.0000000000,7.6000000000,D,"0"
8.1775000000,8.6003000000,322.8000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"66","6.03",306.5000000000,7.7000000000,D,"0"
8.5099000000,9.7036000000,324.8000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"69","6.03",307.5000000000,11.1000000000,D,"0"
8.3714000000,9.7088000000,332.7000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"81","6.03",308.2000000000,20.6000000000,D,"0"
8.3623000000,9.7074000000,336.4000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"84","6.03",307.3000000000,26.8000000000,D,"0"
8.5973000000,9.6747000000,323.1000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"52","6.03",306.1000000000,9.1000000000,D,"0"
8.5959000000,9.6840000000,348.7000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"94","6.03",307.7000000000,50.3000000000,D,"0"
8.5885000000,9.6770000000,319.2000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"48","6.03",305.7000000000,5.3000000000,D,"0"
8.5871000000,9.6864000000,324.7000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"69","6.03",305.6000000000,11.1000000000,D,"0"
8.3867000000,9.2382000000,323.3000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"65","6.03",308.2000000000,8.1000000000,D,"0"
8.3854000000,9.2473000000,326.2000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"71","6.03",308.0000000000,11.4000000000,D,"0"
7.9768000000,10.3620000000,324.3000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"75","6.03",306.1000000000,12.8000000000,D,"0"
7.9753000000,10.3720000000,322.3000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"72","6.03",307.1000000000,10.6000000000,D,"0"
8.6636000000,9.8445000000,320.0000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"58","6.03",307.2000000000,6.4000000000,D,"0"
8.5235000000,8.6300000000,323.6000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"66","6.03",309.4000000000,6.7000000000,D,"0"
9.7603000000,4.7379000000,320.5000000000,1.4000000000,1.2000000000,2019-01-04,"1001",Terra,MODIS,"48","6.03",304.9000000000,11.4000000000,D,"0"
9.7543000000,4.7435000000,327.1000000000,1.4000000000,1.2000000000,2019-01-04,"1001",Terra,MODIS,"75","6.03",306.0000000000,22.7000000000,D,"0"
10.5577000000,6.9786000000,316.1000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"20","6.03",303.0000000000,5.4000000000,D,"0"
9.3275000000,6.9063000000,319.3000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"47","6.03",306.1000000000,5.9000000000,D,"0"
9.7347000000,6.9457000000,320.1000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"62","6.03",306.0000000000,7.0000000000,D,"0"
9.5706000000,12.2447000000,338.9000000000,1.4000000000,1.2000000000,2019-01-04,"1001",Terra,MODIS,"86","6.03",306.9000000000,48.1000000000,D,"0"
8.6094000000,10.6353000000,320.8000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"36","6.03",305.0000000000,7.5000000000,D,"0"
10.2365000000,7.3015000000,324.4000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"71","6.03",305.6000000000,12.8000000000,D,"0"
9.7788000000,7.1004000000,333.7000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"83","6.03",307.0000000000,24.8000000000,D,"0"
10.0759000000,6.6162000000,319.5000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"56","6.03",305.3000000000,7.1000000000,D,"0"
8.6767000000,10.7351000000,327.4000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"74","6.03",306.3000000000,17.1000000000,D,"0"
9.3391000000,7.6565000000,317.1000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"53","6.03",304.2000000000,5.9000000000,D,"0"
9.3504000000,7.2580000000,323.4000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"70","6.03",307.3000000000,9.2000000000,D,"0"
8.7848000000,10.0242000000,325.7000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"72","6.03",308.2000000000,12.4000000000,D,"0"
8.5618000000,7.6812000000,321.2000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"62","6.03",306.9000000000,6.6000000000,D,"0"
10.5711000000,4.3129000000,320.3000000000,1.6000000000,1.2000000000,2019-01-04,"1001",Terra,MODIS,"64","6.03",303.4000000000,14.8000000000,D,"0"
9.7802000000,7.0908000000,320.9000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"64","6.03",306.2000000000,7.5000000000,D,"0"
10.5729000000,4.2987000000,320.4000000000,1.6000000000,1.2000000000,2019-01-04,"1001",Terra,MODIS,"64","6.03",304.7000000000,15.3000000000,D,"0"
10.2623000000,7.3831000000,318.8000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"56","6.03",304.2000000000,7.5000000000,D,"0"
8.6079000000,10.6455000000,360.8000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"100","6.03",308.1000000000,91.4000000000,D,"0"
9.9940000000,7.5860000000,324.1000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"70","6.03",303.4000000000,13.9000000000,D,"0"
10.0423000000,7.7604000000,321.2000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"65","6.03",305.0000000000,8.6000000000,D,"0"
10.4421000000,7.6719000000,317.4000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"51","6.03",304.3000000000,5.9000000000,D,"0"
8.6173000000,10.6469000000,339.5000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"87","6.03",307.1000000000,36.6000000000,D,"0"
10.4737000000,6.9906000000,331.4000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"81","6.03",304.5000000000,24.2000000000,D,"0"
9.2674000000,9.1444000000,324.7000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"73","6.03",310.2000000000,9.1000000000,D,"0"
9.5687000000,12.2569000000,327.7000000000,1.4000000000,1.2000000000,2019-01-04,"1001",Terra,MODIS,"74","6.03",307.8000000000,23.7000000000,D,"0"
9.5483000000,7.3567000000,321.5000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"65","6.03",305.7000000000,9.2000000000,D,"0"
9.5256000000,7.4492000000,323.5000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"69","6.03",305.5000000000,10.8000000000,D,"0"
10.5497000000,6.5149000000,322.0000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"65","6.03",308.1000000000,10.2000000000,D,"0"
9.5496000000,7.3472000000,319.8000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"60","6.03",305.5000000000,7.3000000000,D,"0"
9.4335000000,7.4491000000,317.1000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"27","6.03",303.4000000000,5.0000000000,D,"0"
9.3093000000,6.8342000000,325.2000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"72","6.03",307.4000000000,12.6000000000,D,"0"
8.6158000000,10.6571000000,321.3000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"42","6.03",306.2000000000,7.5000000000,D,"0"
8.6752000000,10.7453000000,321.2000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"62","6.03",304.8000000000,8.9000000000,D,"0"
10.1057000000,6.6100000000,322.8000000000,1.1000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"66","6.03",305.7000000000,11.1000000000,D,"0"
7.9148000000,9.4947000000,319.7000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"63","6.03",306.1000000000,6.4000000000,D,"0"
8.8266000000,10.8333000000,334.6000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"83","6.03",305.5000000000,30.8000000000,D,"0"
8.5144000000,7.5002000000,322.1000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"53","6.03",305.7000000000,8.3000000000,D,"0"
10.4557000000,7.1183000000,320.1000000000,1.1000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"62","6.03",304.1000000000,8.4000000000,D,"0"
9.4014000000,7.3489000000,322.5000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"68","6.03",308.7000000000,7.3000000000,D,"0"
9.9820000000,7.4115000000,319.6000000000,1.0000000000,1.0000000000,2019-01-04,"1001",Terra,MODIS,"59","6.03",305.2000000000,7.6000000000,D,"0"
10.5512000000,6.5044000000,319.7000000000,1.2000000000,1.1000000000,2019-01-04,"1001",Terra,MODIS,"51","6.03",306.5000000000,7.1000000000,D,"0"
6.5277000000,8.4769000000,318.4000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"69","6.03",303.6000000000,7.0000000000,D,"0"
6.7074000000,8.3231000000,330.0000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"82","6.03",305.0000000000,16.9000000000,D,"0"
6.6871000000,11.1564000000,319.5000000000,1.3000000000,1.1000000000,2019-01-04,"1002",Terra,MODIS,"72","6.03",302.0000000000,12.9000000000,D,"0"
6.6998000000,8.3128000000,320.8000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"47","6.03",303.9000000000,6.9000000000,D,"0"
7.1504000000,6.4875000000,316.4000000000,1.1000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"46","6.03",301.3000000000,7.7000000000,D,"0"
6.3973000000,8.6725000000,316.3000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"55","6.03",299.6000000000,6.8000000000,D,"0"
6.7011000000,8.3039000000,327.4000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"79","6.03",304.3000000000,14.6000000000,D,"0"
6.7088000000,8.3141000000,373.5000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"100","6.03",307.8000000000,117.7000000000,D,"0"
6.6138000000,8.3946000000,320.0000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"70","6.03",303.0000000000,8.4000000000,D,"0"
6.7101000000,8.3052000000,321.8000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"52","6.03",303.2000000000,8.9000000000,D,"0"
6.3793000000,8.6699000000,316.3000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"41","6.03",300.3000000000,6.5000000000,D,"0"
6.3523000000,8.6660000000,320.2000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"73","6.03",297.8000000000,11.7000000000,D,"0"
6.1716000000,7.7089000000,321.4000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"72","6.03",303.3000000000,10.0000000000,D,"0"
5.3345000000,6.6336000000,327.1000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"81","6.03",295.0000000000,21.1000000000,D,"0"
7.1008000000,8.0944000000,317.5000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"60","6.03",302.5000000000,5.7000000000,D,"0"
7.1442000000,8.1098000000,321.8000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"70","6.03",302.7000000000,9.5000000000,D,"0"
5.4048000000,6.5931000000,315.0000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"65","6.03",294.4000000000,10.0000000000,D,"0"
6.6219000000,6.4537000000,317.5000000000,1.1000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"58","6.03",304.8000000000,6.6000000000,D,"0"
6.3480000000,6.5030000000,316.5000000000,1.1000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"53","6.03",303.2000000000,5.5000000000,D,"0"
5.6642000000,6.5158000000,313.9000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"61","6.03",295.2000000000,8.3000000000,D,"2"
7.5606000000,5.3960000000,314.4000000000,1.2000000000,1.1000000000,2019-01-04,"1002",Terra,MODIS,"26","6.03",301.7000000000,6.9000000000,D,"0"
5.9389000000,7.7269000000,323.2000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"76","6.03",301.7000000000,12.1000000000,D,"0"
5.9376000000,7.7358000000,316.6000000000,1.0000000000,1.0000000000,2019-01-04,"1002",Terra,MODIS,"60","6.03",300.8000000000,5.8000000000,D,"0"
